id,text_raw,text_norm,label_silver,cs_ratio,label_gold
TRAIN_14338,بيض الله وجهك ي كبتن سامي ماقصرت واتمنا لك التوفيق,بيض الله وجهك ي كبتن سامي ماقصرت واتمنا لك التوفيق,AR_MSA,0.0,AR_MSA
fren_4819,"il est petit, efficace et un prix raisonnable","il est petit, efficace et un prix raisonnable",FR,0.0,FR
atlaset_33998,"أ.ل. ""دودل"" أوينز","ا.ل. ""دودل"" اوينز",AR_MSA,0.0,AR_MSA
fren_3288,"Livré dans une pochette de protection avec des boules quies. Un vrai confort !Parfait pour ceux qui aime bien dormir dans le noir. Très agréable à porter. Je vous le dis, c'est parfait !","livré dans une pochette de protection avec des boules quies. un vrai confort !parfait pour ceux qui aime bien dormir dans le noir. très agréable à porter. je vous le dis, c'est parfait !",FR,0.0,FR
TRAIN_14571,يوم انتي تداومي,يوم انتي تداومي,AR_MSA,0.0,AR_MSA
atlaset_4853,الداخلية كتشوف فين اوصل برنامج دعم الشباب وتسهيل الحصول على القروض، والذي كان قد أعطى أمر به الملك محمد السادس شهر أكتوبر من سنة 2019. اليوم الأربعاء كان اجتماع بمقر ولاية جهة فاس مكناس، وخصص لإعطاء الانطلاقة برنامج “انطلاقة” الخاص بالمقاولين الشباب بجهة فاس-مكناس. هاد الاجتماع الذي ترأسه والي جهة فاس مكناس، سعيد زنيبر، وحضره عمال الجهة، ناقشو فيه أهمية الاستثمار بالمناطق التابعة للجهة، خاصة اللي عندها خصوصيات ومهن خاصة. الوالي هضر بشكل صريح مع المركز الجهوي للاستثمار، وقال لرئيسو ياسين التازي اللي ناقص بزاف أنه خاصو ينزل للتيران. ودعا والي جهة فاس مكناس، خلال أشغال الاجتماع، رئيس المركز إلى الانتقال إلى المناطق النائية والهشمة. الوالي زنيبر كما تابعت “كود” بغا مشاريع تنموية قوية تكون فالمناطق البعيدة، التي تعاني التهميش. وشدد الوالي على ضرورة التقرب من المقاولين الشباب، وخلق خلية لتجميع المعطيات وتبادل المعلومات. هاد الخلية غادي تكون تابعة للمركز الجهوي للاستثمار اللي بان الوالي مقلق عليه بسبب ضعف التواصل. كما دعا الوالي زنيبر إلى تقوية التواصل مع المهتمين بعدد من العمالات التابعة للجهة، قبل أن يضرب موعد نهاية شهر يوليوز بالتزامن مع احتفالات عيد العرش لتقديم حصيلة المركز الجهوي للاستثمار، وتقديم المشاريع التي حظيت بموافقات وحصلت على تمويلات من مؤسسات البنكية. دبا رئيس المركز الجهوي للاستثمار بفاس مكناس خاصو يوجد الحصيلة وتكون مشرفة ماشي الخاوي. حقاش الوالي اليوم كان صريح فكلامو.,الداخليه كتشوف فين اوصل برنامج دعم الشباب وتسهيل الحصول علي القروض، والذي كان قد اعطي امر به الملك محمد السادس شهر اكتوبر من سنه 2019. اليوم الاربعاء كان اجتماع بمقر ولايه جهه فاس مكناس، وخصص لاعطاء الانطلاقه برنامج “انطلاقه” الخاص بالمقاولين الشباب بجهه فاس-مكناس. هاد الاجتماع الذي تراسه والي جهه فاس مكناس، سعيد زنيبر، وحضره عمال الجهه، ناقشو فيه اهميه الاستثمار بالمناطق التابعه للجهه، خاصه اللي عندها خصوصيات ومهن خاصه. الوالي هضر بشكل صريح مع المركز الجهوي للاستثمار، وقال لرييسو ياسين التازي اللي ناقص بزاف انه خاصو ينزل للتيران. ودعا والي جهه فاس مكناس، خلال اشغال الاجتماع، رييس المركز الي الانتقال الي المناطق الناييه والهشمه. الوالي زنيبر كما تابعت “كود” بغا مشاريع تنمويه قويه تكون فالمناطق البعيده، التي تعاني التهميش. وشدد الوالي علي ضروره التقرب من المقاولين الشباب، وخلق خليه لتجميع المعطيات وتبادل المعلومات. هاد الخليه غادي تكون تابعه للمركز الجهوي للاستثمار اللي بان الوالي مقلق عليه بسبب ضعف التواصل. كما دعا الوالي زنيبر الي تقويه التواصل مع المهتمين بعدد من العمالات التابعه للجهه، قبل ان يضرب موعد نهايه شهر يوليوز بالتزامن مع احتفالات عيد العرش لتقديم حصيله المركز الجهوي للاستثمار، وتقديم المشاريع التي حظيت بموافقات وحصلت علي تمويلات من موسسات البنكيه. دبا رييس المركز الجهوي للاستثمار بفاس مكناس خاصو يوجد الحصيله وتكون مشرفه ماشي الخاوي. حقاش الوالي اليوم كان صريح فكلامو.,AR_MSA,0.0,AR_DAR
fren_1128,"I wouldn't purchase this product again. It doesn't stick to itself well at all, plus it attracts lint and hair.","i wouldn't purchase this product again. it doesn't stick to itself well at all, plus it attracts lint and hair.",EN,0.0,EN
atlaset_22878,"بالتأكيد! خلينا نقسمو المشكلة على مراحل.
أولا، خاصنا نحددو شحال من مرة دلتا يقدر يستخدم القدرة ديالو ب 12 غرام ديال الدلتايت اللي عندو. نقدرو نديرو هادشي بقسمة الكمية الإجمالية ديال الدلتايت على الكمية اللي كتستهلك فكل استخدام:
12 غرام / 0.5 غرام لكل استخدام = 24 استخدام
هادشي كيعني أن دلتا يقدر يستخدم القدرات ديالو 24 مرة كحد أقصى ب 12 غرام ديال الدلتايت اللي عندو.
ولكن، خاصنا ناخدو بعين الاعتبار الكمية الدنيا ديال الدلتايت اللي محتاجها باش يفعل القدرات ديالو. بما أنه خاصو على الأقل 1 غرام ديال الدلتايت باش يستخدم القدرة ديالو كل مرة، خاصنا ننقصو الكمية الإجمالية ديال الدلتايت اللي محتاجها للتفعيل من الكمية الإجمالية ديال الدلتايت المتوفرة:
12 غرام - 1 غرام لكل استخدام = 11 غرام
دابا نقدرو نقسمو الكمية المتبقية ديال الدلتايت على الكمية اللي كتستهلك فكل استخدام باش نحددو العدد الأقصى ديال المرات اللي دلتا يقدر يستخدم فيهم القدرات ديالو مع بقاء على الأقل 1 غرام ديال الدلتايت:
11 غرام / 0.5 غرام لكل استخدام = 22 استخدام
إذن، دلتا يقدر يستخدم القدرات ديالو 22 مرة كحد أقصى مع بقاء على الأقل 1 غرام ديال الدلتايت.
كنتمنى هادشي يكون مفيد! إلا كان عندك شي سؤال آخر گوليه ليا.",بالتاكيد! خلينا نقسمو المشكله علي مراحل. اولا، خاصنا نحددو شحال من مره دلتا يقدر يستخدم القدره ديالو ب 12 غرام ديال الدلتايت اللي عندو. نقدرو نديرو هادشي بقسمه الكميه الاجماليه ديال الدلتايت علي الكميه اللي كتستهلك فكل استخدام: 12 غرام / 0.5 غرام لكل استخدام = 24 استخدام هادشي كيعني ان دلتا يقدر يستخدم القدرات ديالو 24 مره كحد اقصي ب 12 غرام ديال الدلتايت اللي عندو. ولكن، خاصنا ناخدو بعين الاعتبار الكميه الدنيا ديال الدلتايت اللي محتاجها باش يفعل القدرات ديالو. بما انه خاصو علي الاقل 1 غرام ديال الدلتايت باش يستخدم القدره ديالو كل مره، خاصنا ننقصو الكميه الاجماليه ديال الدلتايت اللي محتاجها للتفعيل من الكميه الاجماليه ديال الدلتايت المتوفره: 12 غرام - 1 غرام لكل استخدام = 11 غرام دابا نقدرو نقسمو الكميه المتبقيه ديال الدلتايت علي الكميه اللي كتستهلك فكل استخدام باش نحددو العدد الاقصي ديال المرات اللي دلتا يقدر يستخدم فيهم القدرات ديالو مع بقاء علي الاقل 1 غرام ديال الدلتايت: 11 غرام / 0.5 غرام لكل استخدام = 22 استخدام اذن، دلتا يقدر يستخدم القدرات ديالو 22 مره كحد اقصي مع بقاء علي الاقل 1 غرام ديال الدلتايت. كنتمني هادشي يكون مفيد! الا كان عندك شي سؤال اخر گوليه ليا.,AR_DAR,0.0,AR_DAR
DEV_93,USER خلوني غني للحلو ت قلوا انا قلبي إلو ولما نغني بحب بنعشق كل شي حلو URL,user خلوني غني للحلو ت قلوا انا قلبي الو ولما نغني بحب بنعشق كل شي حلو url,AR_MSA,0.11764705882352941,AR_MSA
atlaset_8297,هاد الكوميونيتي فيها غير المشاكل، صافي مبقيتش ندخل ليها.,هاد الكوميونيتي فيها غير المشاكل، صافي مبقيتش ندخل ليها.,AR_DAR,0.0,AR_DAR
atlaset_74019,كشف أحمد الزفزافي، والد ناصر الزفزافي، المعتقل على خلفية ملف حراك الريف، أن الإبن ديالو هزوه اليوم للسبيطار، باش يدير فحصات طبية بسبب تنمل جاه فكل الجسم ديالو. وزاد والد الزفزافي ان الابن ديال خدا دوايات باش يستعملها مؤقتا حتى يدير فحوصاف فالايام الجاية.,كشف احمد الزفزافي، والد ناصر الزفزافي، المعتقل علي خلفيه ملف حراك الريف، ان الابن ديالو هزوه اليوم للسبيطار، باش يدير فحصات طبيه بسبب تنمل جاه فكل الجسم ديالو. وزاد والد الزفزافي ان الابن ديال خدا دوايات باش يستعملها موقتا حتي يدير فحوصاف فالايام الجايه.,AR_DAR,0.0,AR_DAR
atlaset_48728,"strong وقفت “كود” خلال جولتها الصحفية في الجرائد الوطنية الصادرة يومي السبت والأحد 21/22 نونبر 2015، على مجموعة من العناوين البارزة. فوربيس: ثروة الملك تضاعفت في عام واحد ونبدأ مع “أخبار اليوم” التي أكدت أن مجلة “فوربيس” الأمريكية، صنفت الملك محمد السادس، في المرتبة الخامسة ضمن أغنى أغنياء القارة الإفريقية، وقدرت المجلة، التي تعنى بأخبار الاقتصاد، ثروته ب5,7 ملايير دولار، بعد أن كانت تبلغ 2,4 مليار دولار في السنة الماضية. وحسب المجلة نفسها، فكل ثرة الملك متأتية من الهولدينغ الملكي “س إن إ”، من خلال ملكيته 40 في المائة من أسهم هذه الشركة العملاقة التي تملك حصة الأسد في أكبر بنك بالمغرب، “التجاري وفابنك”، وكذا في مجموعة “مناجم”. وإلى جانب ذلك، ضمت اللائحة مستثمرين مغاربة كبار، ضمنهم عثمان بنجلون، الرئيس المدير العام للبنك المغربي للتجارة الخارجية ، والذي احتل الرتبة ال12 إفريقيا، بثروة قدرت بملياري دولار، وجاء عزيز أخنوش وعائلته في الرتبة الثالثة مغربيا، وال18 قاريا، وتقدر قيمة ثروة العائلة ب1.41 مليار دولار. وجاء في باقي العناوين “داعش المغربية.. ذئاب منفردة تعيش بيننا”، و”أسرار الدور المغربي في القضاء على أبا عوض تتكشف أخيرا”، و”قصة المغربية ضحية الشبه بانتحارية باريس”، و”الخمليشي يقدم وصفة للتوفيق بين دعاة المساواة في الإرث وخصومه”، و”أبا عوض.. دينامو الإرهاب الذي دوخ العالم”، و”قاضي التحقيق يفتح الحدود أمام نجلي شباط و5 استقلاليين”، و”بنكيران ذاهب.. بنكيران باقي”، و”لهذه الأسباب لم تكشف فرنسا الهدية المغربية”، و”الجماهري في إضراب عن الكتابة”، و”مغربي ينجو من احتجاز رهائن في مالي”، و”الحدادي الخيار رقم واحد بدل ميسي”. الحموشي يستنفر الأمن بعد تصفية إرهابيي باريس وأفادت “الصباح” أن خطة تجميع العناصر الأمنية، وأوامر بالتسلح واليقظة، تلك نقط من بين أخرى، ترجمت الاستنفار الأمني بمختلف مدن المملكة، بعد تفكيك كومندو سان دوني، وقتل مدير الهجمات الإرهابية، عبد الحميد أبا عود، إثر العملية الأمنية. وعلمت الجريدة أن اعتقالات في صفوف مشتبه فيهم بالانتماء إلى داعش، جرت في اليومين الماضيين، أحدها أول أمس الخميس، بمراكش، واستهدف شخصا حل بالمدينة قبل يومين، ويحمل الجنسية الفرنسية. وأفادت مصادر عليمة أن تعليمات وجهت، منذ أول أمس الخميس، من المديرية العامة للأمن الطني، إلى مختلف المصالح الأمنية، برفع درجات اليقظة إلى أعلى مستوى. وجاء في باقي العناوين “داعش... إرهاب عابر للقارات”، و”اعتقال دركيين ضمن عصابة للاختطاف”، و”بنكيران يبدأ حرب اختصاصات مع الداخلية”، و”مولنبيك.. بلجيكستان”، و”اعتقالات في صفوف فصيل رجاوي”. من جهتها، تناولت “الأحداث المغربية” مجموعة من المواضيع المهمة والمتنوعة، أبرز عناوينها جاءت كالتالي “جلالة الملك بالإليزي لدعم فرنسا في محنتها”، و”من جمعة باريس إلىى جمعة باماكو.. الإضراب يضرب في إفريقيا المنسية بعد أحداث باريس”، و”مغربي واحد على الأقل احتجز بفندق راديسون بلو بباماكو”، و”المحققون يحلون ببيت انتحارية سان دوني في الحوز”، و”الجهاد.. نصرة للدين أمإرهاب وعدوان؟”، و”لا سامير.. المصير الغامض الذي أيقظ الغضب العمالي”، و”إعطاء انطلاقة 57 قاربا قد يغرق ركابها في أول رحلة”.","strong وقفت “كود” خلال جولتها الصحفيه في الجرايد الوطنيه الصادره يومي السبت والاحد 21/22 نونبر 2015، علي مجموعه من العناوين البارزه. فوربيس: ثروه الملك تضاعفت في عام واحد ونبدا مع “اخبار اليوم” التي اكدت ان مجله “فوربيس” الامريكيه، صنفت الملك محمد السادس، في المرتبه الخامسه ضمن اغني اغنياء القاره الافريقيه، وقدرت المجله، التي تعني باخبار الاقتصاد، ثروته ب5,7 ملايير دولار، بعد ان كانت تبلغ 2,4 مليار دولار في السنه الماضيه. وحسب المجله نفسها، فكل ثره الملك متاتيه من الهولدينغ الملكي “س ان ا”، من خلال ملكيته 40 في المايه من اسهم هذه الشركه العملاقه التي تملك حصه الاسد في اكبر بنك بالمغرب، “التجاري وفابنك”، وكذا في مجموعه “مناجم”. والي جانب ذلك، ضمت اللايحه مستثمرين مغاربه كبار، ضمنهم عثمان بنجلون، الرييس المدير العام للبنك المغربي للتجاره الخارجيه ، والذي احتل الرتبه ال12 افريقيا، بثروه قدرت بملياري دولار، وجاء عزيز اخنوش وعايلته في الرتبه الثالثه مغربيا، وال18 قاريا، وتقدر قيمه ثروه العايله ب1.41 مليار دولار. وجاء في باقي العناوين “داعش المغربيه.. ذياب منفرده تعيش بيننا”، و”اسرار الدور المغربي في القضاء علي ابا عوض تتكشف اخيرا”، و”قصه المغربيه ضحيه الشبه بانتحاريه باريس”، و”الخمليشي يقدم وصفه للتوفيق بين دعاه المساواه في الارث وخصومه”، و”ابا عوض.. دينامو الارهاب الذي دوخ العالم”، و”قاضي التحقيق يفتح الحدود امام نجلي شباط و5 استقلاليين”، و”بنكيران ذاهب.. بنكيران باقي”، و”لهذه الاسباب لم تكشف فرنسا الهديه المغربيه”، و”الجماهري في اضراب عن الكتابه”، و”مغربي ينجو من احتجاز رهاين في مالي”، و”الحدادي الخيار رقم واحد بدل ميسي”. الحموشي يستنفر الامن بعد تصفيه ارهابيي باريس وافادت “الصباح” ان خطه تجميع العناصر الامنيه، واوامر بالتسلح واليقظه، تلك نقط من بين اخري، ترجمت الاستنفار الامني بمختلف مدن المملكه، بعد تفكيك كومندو سان دوني، وقتل مدير الهجمات الارهابيه، عبد الحميد ابا عود، اثر العمليه الامنيه. وعلمت الجريده ان اعتقالات في صفوف مشتبه فيهم بالانتماء الي داعش، جرت في اليومين الماضيين، احدها اول امس الخميس، بمراكش، واستهدف شخصا حل بالمدينه قبل يومين، ويحمل الجنسيه الفرنسيه. وافادت مصادر عليمه ان تعليمات وجهت، منذ اول امس الخميس، من المديريه العامه للامن الطني، الي مختلف المصالح الامنيه، برفع درجات اليقظه الي اعلي مستوي. وجاء في باقي العناوين “داعش... ارهاب عابر للقارات”، و”اعتقال دركيين ضمن عصابه للاختطاف”، و”بنكيران يبدا حرب اختصاصات مع الداخليه”، و”مولنبيك.. بلجيكستان”، و”اعتقالات في صفوف فصيل رجاوي”. من جهتها، تناولت “الاحداث المغربيه” مجموعه من المواضيع المهمه والمتنوعه، ابرز عناوينها جاءت كالتالي “جلاله الملك بالاليزي لدعم فرنسا في محنتها”، و”من جمعه باريس اليي جمعه باماكو.. الاضراب يضرب في افريقيا المنسيه بعد احداث باريس”، و”مغربي واحد علي الاقل احتجز بفندق راديسون بلو بباماكو”، و”المحققون يحلون ببيت انتحاريه سان دوني في الحوز”، و”الجهاد.. نصره للدين امارهاب وعدوان؟”، و”لا سامير.. المصير الغامض الذي ايقظ الغضب العمالي”، و”اعطاء انطلاقه 57 قاربا قد يغرق ركابها في اول رحله”.",AR_MSA,0.0023094688221709007,AR_MSA
TRAIN_5293,ياخ لانا درست موادي من الجلدة للجلدة وحملتن الطريقة الله يخليكي,ياخ لانا درست موادي من الجلده للجلده وحملتن الطريقه الله يخليكي,AR_DAR,0.0,AR_MSA
atlaset_56937,باشرت المصلحة الولائية للشرطة القضائية بمدينة طنجة، في الساعات الأولى من صباح السبت، تدخلا أمنيا بأحد المنازل الكائنة بحي المصلى بوسط المدينة، وذلك على خلفية معلومات دقيقة تفيد بتورط مالكه في قضايا الحيازة والاتجار في المخدرات والمؤثرات العقلية. وأسفرت هذه العملية عن توقيف تسعة أشخاص تتراوح أعمارهم ما بين 19 و 23 سنة، من ذوي السوابق القضائية، حيث مكنت عمليات التفتيش المنجزة، من حجز 649 قرصا مخدرا من مختلف الأنواع، و120 غراما من مخدر الكوكايين، ومبالغ مالية مهمة بالعملة الوطنية، ودراجتين ناريتين من الحجم الكبير لا تتوفران على وثائق الملكية، بالإضافة إلى 15 هاتفا محمولا وجهازي كاميرا رقمية. وحسب بلاغ للمديرية العامة للأمن الوطني، فإنه سيتم إخضاع جميع المشتبه فيهم لبحث قضائي تحت إشراف النيابة العامة المختصة، وذلك بهدف تحديد كافة الأفعال الإجرامية المنسوبة اليهم، ورصد ارتباطاتهم المحتملة بشبكات إجرامية تنشط في مجال الإتجار في المخدرات والمؤثرات العقلية. وتندرج هذه العملية في إطار الجهود المتواصلة التي تبذلها مصالح المديرية العامة للأمن الوطني لمكافحة الجريمة بمختلف صورها وأشكالها ، خاصة ترويج المخدرات والأقراص المهلوسة.,باشرت المصلحه الولاييه للشرطه القضاييه بمدينه طنجه، في الساعات الاولي من صباح السبت، تدخلا امنيا باحد المنازل الكاينه بحي المصلي بوسط المدينه، وذلك علي خلفيه معلومات دقيقه تفيد بتورط مالكه في قضايا الحيازه والاتجار في المخدرات والموثرات العقليه. واسفرت هذه العمليه عن توقيف تسعه اشخاص تتراوح اعمارهم ما بين 19 و 23 سنه، من ذوي السوابق القضاييه، حيث مكنت عمليات التفتيش المنجزه، من حجز 649 قرصا مخدرا من مختلف الانواع، و120 غراما من مخدر الكوكايين، ومبالغ ماليه مهمه بالعمله الوطنيه، ودراجتين ناريتين من الحجم الكبير لا تتوفران علي وثايق الملكيه، بالاضافه الي 15 هاتفا محمولا وجهازي كاميرا رقميه. وحسب بلاغ للمديريه العامه للامن الوطني، فانه سيتم اخضاع جميع المشتبه فيهم لبحث قضايي تحت اشراف النيابه العامه المختصه، وذلك بهدف تحديد كافه الافعال الاجراميه المنسوبه اليهم، ورصد ارتباطاتهم المحتمله بشبكات اجراميه تنشط في مجال الاتجار في المخدرات والموثرات العقليه. وتندرج هذه العمليه في اطار الجهود المتواصله التي تبذلها مصالح المديريه العامه للامن الوطني لمكافحه الجريمه بمختلف صورها واشكالها ، خاصه ترويج المخدرات والاقراص المهلوسه.,AR_MSA,0.0,AR_MSA
fren_2008,I thought that it would be larger. The stiffness doesn't allow for a lot of comfort either.,i thought that it would be larger. the stiffness doesn't allow for a lot of comfort either.,EN,0.0,EN
mix_arabizi_e598b707cfba,kolchi ready? khassna n'finaliser le commande,kolchi ready? khassna n'finaliser le commande,MIX,0.3,MIX
TRAIN_1931,اي اي بتتزكري وقت مس سميرة فتحت الشباك وعلقوا علينا ؟ والله هديك السنة كانت اجمل سنة . .,اي اي بتتزكري وقت مس سميره فتحت الشباك وعلقوا علينا ؟ والله هديك السنه كانت اجمل سنه . .,AR_MSA,0.0,AR_MSA
fren_5203,Most pieces look more like long splinters. Very thin and not really good for much. The picture is a bit deceiving.,most pieces look more like long splinters. very thin and not really good for much. the picture is a bit deceiving.,EN,0.0,EN
atlaset_94769,"جوج

",جوج,AR_MSA,0.0,AR_DAR
TRAIN_1556,I liked a USER video URL راح يوقفون خدماتي إذا ما سددت,i liked a user video url راح يوقفون خدماتي اذا ما سددت,MIX,0.5,MIX
atlaset_81404,"فالربط على التوازي ديال اللامبات، ضو كل لامبة ما كيتأثرش باللامبات الأخرين. كل لامبة عندها طريق كهربائي خاص بيها، والتيار الكهربائي كيتقسم بين اللامبات. هاد الشي كيعني بلي كل لامبة كتاخد نفس الفولطاج بحال مصدر الطاقة، والتيار اللي كيدوز فكل لامبة كيتحدد بالمقاومة ديال هاديك اللامبة بوحدها.

ضو اللامبة كيتحدد بكمية التيار اللي كيدوز فيها، داكشي علاش إلا كانت كل لامبة عندها نفس المقاومة ومربوطة لنفس مصدر الطاقة، غادي يكون عندهم نفس الضو.

مهم نعرفو بلي إلا كانو اللامبات عندهم مقاومة مختلفة، اللامبة اللي عندها مقاومة أقل غادي تاخد تيار أكثر وغادي تكون مضوية أكثر من اللامبة اللي عندها مقاومة أكبر.

باختصار، فالربط على التوازي ديال اللامبات، كل لامبة كتاخد نفس الفولطاج من مصدر الطاقة، والتيار اللي كيدوز فكل لامبة كيتحدد بالمقاومة ديال هاديك اللامبة بوحدها، داكشي علاش كل لامبة غادي يكون عندها نفس الضو إلا كانت عندهم نفس المقاومة، وإلا ماكانش، اللامبة اللي عندها مقاومة أقل غادي تكون مضوية أكثر من اللي عندها مقاومة أكبر.",فالربط علي التوازي ديال اللامبات، ضو كل لامبه ما كيتاثرش باللامبات الاخرين. كل لامبه عندها طريق كهربائي خاص بيها، والتيار الكهربائي كيتقسم بين اللامبات. هاد الشي كيعني بلي كل لامبه كتاخد نفس الفولطاج بحال مصدر الطاقه، والتيار اللي كيدوز فكل لامبه كيتحدد بالمقاومه ديال هاديك اللامبه بوحدها. ضو اللامبه كيتحدد بكميه التيار اللي كيدوز فيها، داكشي علاش الا كانت كل لامبه عندها نفس المقاومه ومربوطه لنفس مصدر الطاقه، غادي يكون عندهم نفس الضو. مهم نعرفو بلي الا كانو اللامبات عندهم مقاومه مختلفه، اللامبه اللي عندها مقاومه اقل غادي تاخد تيار اكثر وغادي تكون مضويه اكثر من اللامبه اللي عندها مقاومه اكبر. باختصار، فالربط علي التوازي ديال اللامبات، كل لامبه كتاخد نفس الفولطاج من مصدر الطاقه، والتيار اللي كيدوز فكل لامبه كيتحدد بالمقاومه ديال هاديك اللامبه بوحدها، داكشي علاش كل لامبه غادي يكون عندها نفس الضو الا كانت عندهم نفس المقاومه، والا ماكانش، اللامبه اللي عندها مقاومه اقل غادي تكون مضويه اكثر من اللي عندها مقاومه اكبر.,AR_DAR,0.0,AR_DAR
atlaset_78017,"Ridouane Erramdani
Pjdgroupe Maroc",ridouane erramdani pjdgroupe maroc,FR,0.0,FR
atlaset_30447,دوز الكورة لصاحبك!,دوز الكوره لصاحبك!,AR_MSA,0.0,AR_DAR
atlaset_35145,"3أخبار الطيبةالأخبار العاجلة
انطلاق اول فوج للعمرة للجمعية القطرية للحج والعمرة في الطيبة
انطلق اليوم الثلاثاء، الفوج الاول من معتمري الطيبة ، الى الديار المقدسة مكة المكرمة والمدينة، حلفلة مصطفى غزال حاج يحيى، عبر الجمعية القطرية للحج والعمرة الحديثة، التي تختص بتنظيم سفريات الحجاج والمعتمرين الى بلاد الحجاز.
تعليق واحد
تروحوا وترجعوا بسلامه الله معك ويحماك يا غالي",3اخبار الطيبهالاخبار العاجله انطلاق اول فوج للعمره للجمعيه القطريه للحج والعمره في الطيبه انطلق اليوم الثلاثاء، الفوج الاول من معتمري الطيبه ، الي الديار المقدسه مكه المكرمه والمدينه، حلفله مصطفي غزال حاج يحيي، عبر الجمعيه القطريه للحج والعمره الحديثه، التي تختص بتنظيم سفريات الحجاج والمعتمرين الي بلاد الحجاز. تعليق واحد تروحوا وترجعوا بسلامه الله معك ويحماك يا غالي,AR_MSA,0.0,AR_MSA
mix_arabizi_4ab350afc811,"ila bghiti n'planifier le website, khassek t'preparer les commande","ila bghiti n'planifier le website, khassek t'preparer les commande",MIX,0.3,MIX
mix_aug_2e0a8fa1cdbf,the link ارجوك اشحنلي 20 جوهره,the link ارجوك اشحنلي 20 جوهره,MIX,0.3333333333333333,AR_MSA
atlaset_95874,الللي غنيو شحال من فرقا كايديو فالوقت,الللي غنيو شحال من فرقا كايديو فالوقت,AR_DAR,0.0,AR_DAR
TRAIN_366,اخدناها بجدية تسلمى,اخدناها بجديه تسلمي,AR_MSA,0.0,AR_MSA
atlaset_50848,الكابون مكانش عندو الاختيار واش يقبل ولا لا,الكابون مكانش عندو الاختيار واش يقبل ولا لا,AR_DAR,0.0,AR_DAR
TRAIN_8199,USER أخي محمود و الله اشتقنالك و اشتقنا لفديوهاتك .,user اخي محمود و الله اشتقنالك و اشتقنا لفديوهاتك .,AR_MSA,0.1,AR_MSA
atlaset_61602,"مرحبا، خليني نعاونك تفهم كيفاش كايخدم الكومبيوتر! تخيل الكومبيوتر بحال شي مخ كبير كايعاونك دير بزاف د الحوايج.

كيف ما المخ ديالنا عندو أجزاء مختلفة كاتعاونا نفكرو، بحال الذاكرة لي كاتعاونا نتفكرو الحوايج، الكومبيوتر حتى هو عندو أجزاء مختلفة كايعاونوه يخدم.

ملي كاتضغط على شي بوطون ولا كاتكليكي على شي حاجة، الكومبيوتر كايوصلو الميساج و كايبدا يخدم عليه. بحال ملي شي واحد كايسولك سؤال و كاتبدا تفكر فالجواب.

الكومبيوتر كايصيفط الميساج للذاكرة ديالو و من بعد كايلقى الجواب ولا الأكسيون المناسبة. كايخدم بسرعة كبيرة، أسرع بكتير من كيفاش حنا كانفكرو!

من بعد كايوريك الجواب ولا كايخلي شي حاجة توقع فالشاشة. مثلا، إلا كنتي كاتلعب شي لعبة و كليكيتي باش تنقز، الكومبيوتر كايوصلو الميساج، كايفكر، و كايخلي الكاراكتير ديالك ينقز.

ماشي حاجة زوينة هادي؟ بحال عندك مخ خارق كايقدر يدير ليك كولشي.",مرحبا، خليني نعاونك تفهم كيفاش كايخدم الكومبيوتر! تخيل الكومبيوتر بحال شي مخ كبير كايعاونك دير بزاف د الحوايج. كيف ما المخ ديالنا عندو اجزاء مختلفه كاتعاونا نفكرو، بحال الذاكره لي كاتعاونا نتفكرو الحوايج، الكومبيوتر حتي هو عندو اجزاء مختلفه كايعاونوه يخدم. ملي كاتضغط علي شي بوطون ولا كاتكليكي علي شي حاجه، الكومبيوتر كايوصلو الميساج و كايبدا يخدم عليه. بحال ملي شي واحد كايسولك سؤال و كاتبدا تفكر فالجواب. الكومبيوتر كايصيفط الميساج للذاكره ديالو و من بعد كايلقي الجواب ولا الاكسيون المناسبه. كايخدم بسرعه كبيره، اسرع بكتير من كيفاش حنا كانفكرو! من بعد كايوريك الجواب ولا كايخلي شي حاجه توقع فالشاشه. مثلا، الا كنتي كاتلعب شي لعبه و كليكيتي باش تنقز، الكومبيوتر كايوصلو الميساج، كايفكر، و كايخلي الكاراكتير ديالك ينقز. ماشي حاجه زوينه هادي؟ بحال عندك مخ خارق كايقدر يدير ليك كولشي.,AR_DAR,0.0,AR_DAR
fren_4218,Le jus a toute les qualités voulu. Dommage que les bouteilles fuient en raison d'un mauvais serrage des bouchons sur un lot de trois. J'ai resséré à la main les bouchons (Il s'agit donc d'une défaillance à l'embouteillage). A revoir,le jus a toute les qualités voulu. dommage que les bouteilles fuient en raison d'un mauvais serrage des bouchons sur un lot de trois. j'ai resséré à la main les bouchons (il s'agit donc d'une défaillance à l'embouteillage). a revoir,FR,0.0,FR
atlaset_10267,ما كاينش زيارات متكررة لروما.,ما كاينش زيارات متكرره لروما.,AR_DAR,0.0,AR_DAR
